0,1,2,3,4
77,144,736,Overall positive experience,"2
"
78,383,195,The user was very friendly!,"1
"
79,234,960,Great!,"4
"
80,559,970,The user was very friendly!,"4
"
81,513,987,Overall positive experience,"5
"
82,652,176,Great communication!,"4
"
83,763,236,Great communication!,"5
"
84,322,804,Great communication!,"4
"
85,137,454,Great communication!,"5
"
86,307,901,Great communication!,"3
"
87,323,426,Overall positive experience,"1
"
88,225,507,The user's place was a perfect storage for my needs!,"2
"
89,708,694,The user was very friendly!,"3
"
90,474,310,The user's place was a perfect storage for my needs!,"4
"
91,779,741,The user's place was a perfect storage for my needs!,"2
"
92,412,46,Overall positive experience,"5
"
93,728,433,Great communication!,"3
"
94,144,231,Great communication!,"4
"
95,622,936,The user was very friendly!,"1
"
96,801,662,The user was very friendly!,"4
"
97,215,339,Overall positive experience,"1
"
98,901,505,Overall positive experience,"1
"
99,928,690,Great communication!,"1
"
100,341,221,Great communication!,"1
"
101,362,820,Overall positive experience,"1
"
102,693,120,Great communication!,"1
"
103,635,233,Great!,"1
"
104,485,815,The user's place was a perfect storage for my needs!,"1
"
105,836,581,The user was very friendly!,"4
"
106,985,730,Great!,"5
"
107,524,522,The user was very friendly!,"3
"
108,273,280,The user was very friendly!,"1
"
109,372,256,The user was very friendly!,"4
"
110,786,466,Great!,"1
"
111,324,942,Great communication!,"2
"
112,661,602,The user's place was a perfect storage for my needs!,"5
"
113,308,869,The user was very friendly!,"1
"
114,3,282,Great!,"3
"
115,868,565,The user's place was a perfect storage for my needs!,"1
"
116,526,803,Overall positive experience,"2
"
117,104,913,The user was very friendly!,"5
"
118,872,688,Great communication!,"5
"
119,643,996,Overall positive experience,"4
"
120,988,569,The user's place was a perfect storage for my needs!,"2
"
121,895,350,Great!,"1
"
122,41,497,Great!,"4
"
123,76,90,The user's place was a perfect storage for my needs!,"4
"
124,380,419,Great communication!,"4
"
125,974,577,The user's place was a perfect storage for my needs!,"1
"
126,419,83,Great!,"2
"
127,670,439,Overall positive experience,"3
"
128,298,393,Great communication!,"4
"
129,957,183,Overall positive experience,"3
"
130,488,999,Overall positive experience,"3
"
131,271,830,The user was very friendly!,"2
"
132,635,750,The user's place was a perfect storage for my needs!,"3
"
133,152,535,The user's place was a perfect storage for my needs!,"4
"
134,233,564,Overall positive experience,"3
"
135,308,805,Overall positive experience,"3
"
136,961,718,Great communication!,"4
"
137,265,846,Great communication!,"5
"
138,870,340,Great communication!,"3
"
139,716,725,Great communication!,"4
"
140,531,265,The user's place was a perfect storage for my needs!,"5
"
141,73,462,Great communication!,"1
"
142,356,494,Overall positive experience,"1
"
143,188,273,Great!,"3
"
144,340,939,Overall positive experience,"2
"
145,348,596,The user's place was a perfect storage for my needs!,"5
"
146,385,653,The user's place was a perfect storage for my needs!,"5
"
147,797,652,The user was very friendly!,"4
"
148,790,740,The user was very friendly!,"5
"
149,828,821,The user was very friendly!,"2
"
150,552,827,Great!,"3
"
151,748,926,The user was very friendly!,"4
"
152,778,165,Great!,"3
"
153,861,438,Overall positive experience,"2
"
154,449,754,Great communication!,"3
"
155,704,605,Great!,"1
"
156,306,9,Great communication!,"3
"
157,523,8,Great!,"4
"
158,612,750,Overall positive experience,"3
"
159,680,116,The user's place was a perfect storage for my needs!,"4
"
160,401,327,The user was very friendly!,"3
"
161,919,230,Overall positive experience,"3
"
162,3,17,The user's place was a perfect storage for my needs!,"1
"
163,356,364,Great communication!,"4
"
164,770,728,Great!,"4
"
165,283,373,Great!,"3
"
166,667,620,Great communication!,"3
"
167,783,397,Great communication!,"2
"
168,531,679,Great!,"5
"
169,314,622,Great communication!,"3
"
170,870,93,The user was very friendly!,"5
"
171,764,54,Great!,"2
"
172,530,805,Great!,"3
"
173,895,237,Great!,"4
"
174,936,797,The user's place was a perfect storage for my needs!,"2
"
175,275,189,Great communication!,"1
"
176,397,921,Great communication!,"2
"
177,583,485,The user's place was a perfect storage for my needs!,"5
"
178,215,520,The user was very friendly!,"5
"
179,487,342,Overall positive experience,"2
"
180,826,720,Overall positive experience,"1
"
181,933,473,Great!,"1
"
182,146,447,The user was very friendly!,"5
"
183,929,70,The user was very friendly!,"5
"
184,557,523,Great communication!,"3
"
185,468,873,The user's place was a perfect storage for my needs!,"4
"
186,123,187,The user was very friendly!,"4
"
187,42,533,Overall positive experience,"1
"
188,199,516,The user's place was a perfect storage for my needs!,"5
"
189,542,910,Overall positive experience,"5
"
190,707,524,The user was very friendly!,"3
"
191,435,777,Great communication!,"5
"
192,394,486,The user's place was a perfect storage for my needs!,"2
"
193,569,250,Great!,"4
"
194,1,541,The user was very friendly!,"5
"
195,790,82,Overall positive experience,"4
"
196,477,838,Great!,"5
"
197,356,891,Great!,"3
"
198,47,934,Great communication!,"5
"
199,935,955,Overall positive experience,"4
"
200,244,81,The user's place was a perfect storage for my needs!,"5
"
201,972,81,The user's place was a perfect storage for my needs!,"5
"
202,108,599,Overall positive experience,"2
"
203,361,752,The user was very friendly!,"4
"
204,661,655,Great communication!,"4
"
205,391,435,Great communication!,"3
"
206,413,172,Great!,"3
"
207,443,211,The user's place was a perfect storage for my needs!,"5
"
208,830,719,The user was very friendly!,"2
"
209,460,991,Overall positive experience,"4
"
210,609,569,The user was very friendly!,"2
"
211,597,528,Great communication!,"3
"
212,573,103,The user's place was a perfect storage for my needs!,"1
"
213,241,410,The user's place was a perfect storage for my needs!,"1
"
214,308,458,The user's place was a perfect storage for my needs!,"2
"
215,766,407,The user was very friendly!,"5
"
216,278,515,The user was very friendly!,"4
"
217,706,721,The user's place was a perfect storage for my needs!,"4
"
218,293,316,Great!,"2
"
219,817,845,The user was very friendly!,"1
"
220,310,123,The user's place was a perfect storage for my needs!,"4
"
221,161,663,Great communication!,"3
"
222,672,250,The user's place was a perfect storage for my needs!,"2
"
223,102,34,The user's place was a perfect storage for my needs!,"4
"
224,61,751,The user's place was a perfect storage for my needs!,"5
"
225,790,170,Great!,"3
"
226,717,740,Overall positive experience,"1
"
227,856,680,The user was very friendly!,"4
"
228,163,286,The user was very friendly!,"5
"
229,995,353,Great!,"2
"
230,22,972,The user's place was a perfect storage for my needs!,"5
"
231,598,620,Great communication!,"5
"
232,192,46,Overall positive experience,"1
"
233,969,139,Great!,"5
"
234,749,67,Great communication!,"3
"
235,798,98,Great communication!,"3
"
236,385,167,Great communication!,"2
"
237,869,909,The user was very friendly!,"4
"
238,667,774,Great!,"2
"
239,985,235,The user's place was a perfect storage for my needs!,"1
"
240,999,344,Great!,"1
"
241,814,107,Great communication!,"1
"
242,1,533,Great communication!,"3
"
243,926,532,The user was very friendly!,"3
"
244,26,739,The user's place was a perfect storage for my needs!,"5
"
245,499,154,The user's place was a perfect storage for my needs!,"5
"
246,58,545,The user's place was a perfect storage for my needs!,"2
"
247,206,910,Great!,"3
"
248,966,45,The user was very friendly!,"1
"
249,697,262,The user was very friendly!,"5
"
250,947,448,Overall positive experience,"4
"
251,90,747,The user's place was a perfect storage for my needs!,"4
"
252,476,517,Great communication!,"4
"
253,211,119,Great communication!,"5
"
254,763,710,Great!,"3
"
255,964,512,Great communication!,"5
"
256,207,466,Great!,"3
"
257,624,533,The user was very friendly!,"1
"
258,602,574,Great!,"4
"
259,198,485,Overall positive experience,"1
"
260,307,813,The user's place was a perfect storage for my needs!,"1
"
261,679,760,Great communication!,"3
"
262,905,485,Great communication!,"3
"
263,303,946,The user was very friendly!,"3
"
264,249,48,Overall positive experience,"2
"
265,967,618,Great!,"2
"
266,774,884,Overall positive experience,"1
"
267,924,449,Overall positive experience,"5
"
268,560,937,Great communication!,"2
"
269,510,853,Great communication!,"1
"
270,18,222,Great communication!,"5
"
271,356,660,Overall positive experience,"1
"
272,660,715,Great!,"4
"
273,207,553,The user was very friendly!,"1
"
274,417,566,Overall positive experience,"1
"
275,629,482,The user was very friendly!,"1
"
276,789,547,Great communication!,"3
"
277,239,182,The user's place was a perfect storage for my needs!,"2
"
278,265,151,Great!,"3
"
279,337,967,The user was very friendly!,"2
"
280,791,683,The user was very friendly!,"2
"
281,143,190,Great communication!,"1
"
282,20,275,The user was very friendly!,"4
"
283,83,91,The user's place was a perfect storage for my needs!,"1
"
284,302,786,The user's place was a perfect storage for my needs!,"2
"
285,961,620,Great!,"4
"
286,322,123,The user was very friendly!,"3
"
287,992,489,The user was very friendly!,"1
"
288,662,688,Overall positive experience,"4
"
289,376,524,Overall positive experience,"2
"
290,165,903,The user was very friendly!,"4
"
291,711,77,The user was very friendly!,"4
"
292,822,579,Great communication!,"5
"
293,409,614,The user's place was a perfect storage for my needs!,"5
"
294,60,73,The user's place was a perfect storage for my needs!,"2
"
295,830,641,Overall positive experience,"1
"
296,941,11,Great!,"2
"
297,107,759,Great communication!,"3
"
298,121,342,Overall positive experience,"3
"
299,246,564,The user's place was a perfect storage for my needs!,"4
"
300,117,76,Overall positive experience,"5
"
301,968,663,Great communication!,"1
"
302,716,828,The user was very friendly!,"4
"
303,333,983,Great!,"4
"
304,113,461,The user was very friendly!,"3
"
305,248,294,The user's place was a perfect storage for my needs!,"3
"
306,579,450,The user was very friendly!,"5
"
307,162,520,Overall positive experience,"1
"
308,204,904,Great communication!,"5
"
309,509,603,Great!,"5
"
310,420,784,Great communication!,"2
"
311,294,779,Overall positive experience,"3
"
312,379,688,The user's place was a perfect storage for my needs!,"3
"
313,343,657,Overall positive experience,"2
"
314,120,771,Great!,"1
"
315,66,9,Great!,"1
"
316,669,3,Great!,"3
"
317,913,973,Overall positive experience,"3
"
318,15,935,Overall positive experience,"3
"
319,470,254,Great!,"4
"
320,863,723,The user's place was a perfect storage for my needs!,"2
"
321,661,485,Great communication!,"1
"
322,250,463,Great!,"3
"
323,935,950,Overall positive experience,"2
"
324,23,372,Great communication!,"2
"
325,451,679,The user's place was a perfect storage for my needs!,"3
"
326,278,58,Great communication!,"1
"
327,508,348,Great communication!,"2
"
328,473,110,Great!,"5
"
329,102,320,Great!,"3
"
330,861,809,The user's place was a perfect storage for my needs!,"3
"
331,78,438,The user's place was a perfect storage for my needs!,"3
"
332,164,215,Great!,"2
"
333,461,103,The user's place was a perfect storage for my needs!,"3
"
334,848,166,Overall positive experience,"2
"
335,462,205,The user's place was a perfect storage for my needs!,"2
"
336,371,281,Overall positive experience,"4
"
337,649,323,The user was very friendly!,"2
"
338,449,694,The user's place was a perfect storage for my needs!,"4
"
339,258,627,Great!,"5
"
340,476,34,Overall positive experience,"3
"
341,643,680,Great!,"3
"
342,504,67,Overall positive experience,"1
"
343,821,372,Overall positive experience,"3
"
344,162,829,The user was very friendly!,"5
"
345,710,698,Overall positive experience,"1
"
346,460,85,The user's place was a perfect storage for my needs!,"4
"
347,350,623,Great communication!,"1
"
348,538,976,The user was very friendly!,"1
"
349,203,208,Great!,"2
"
350,769,13,The user was very friendly!,"1
"
351,474,67,Overall positive experience,"4
"
352,782,753,The user was very friendly!,"2
"
353,153,292,The user was very friendly!,"3
"
354,740,944,Overall positive experience,"4
"
355,1,242,Great communication!,"5
"
356,298,599,Overall positive experience,"5
"
357,530,295,The user was very friendly!,"2
"
358,341,622,The user was very friendly!,"5
"
359,105,246,Overall positive experience,"5
"
360,31,314,The user's place was a perfect storage for my needs!,"5
"
361,416,593,Great!,"4
"
362,893,465,Overall positive experience,"3
"
363,106,807,The user was very friendly!,"5
"
364,564,477,The user was very friendly!,"2
"
365,879,762,Great communication!,"4
"
366,284,821,The user was very friendly!,"4
"
367,698,300,The user was very friendly!,"1
"
368,182,946,The user's place was a perfect storage for my needs!,"1
"
369,438,99,The user's place was a perfect storage for my needs!,"4
"
370,172,537,Overall positive experience,"3
"
371,308,55,Great!,"4
"
372,240,433,Great!,"5
"
373,387,567,The user was very friendly!,"2
"
374,755,450,Overall positive experience,"2
"
375,607,64,Great!,"2
"
376,459,512,Great communication!,"2
"
377,739,716,The user's place was a perfect storage for my needs!,"2
"
378,249,761,The user was very friendly!,"5
"
379,135,754,Overall positive experience,"2
"
380,902,277,Great!,"1
"
381,534,1,Great communication!,"1
"
382,598,802,Overall positive experience,"1
"
383,636,263,Great!,"1
"
384,204,138,Overall positive experience,"1
"
385,677,697,Great communication!,"5
"
386,61,747,Great!,"4
"
387,224,558,The user's place was a perfect storage for my needs!,"1
"
388,691,275,Great!,"5
"
389,372,778,The user's place was a perfect storage for my needs!,"3
"
390,764,32,Overall positive experience,"5
"
391,160,927,The user was very friendly!,"4
"
392,427,367,The user's place was a perfect storage for my needs!,"5
"
393,537,890,The user's place was a perfect storage for my needs!,"1
"
394,333,377,The user was very friendly!,"3
"
395,166,680,The user was very friendly!,"3
"
396,977,349,Great!,"5
"
397,382,924,The user's place was a perfect storage for my needs!,"5
"
398,739,406,Overall positive experience,"2
"
399,26,796,The user was very friendly!,"3
"
400,721,459,The user's place was a perfect storage for my needs!,"5
"
401,734,436,Great!,"5
"
402,380,870,Great communication!,"5
"
403,696,872,The user's place was a perfect storage for my needs!,"4
"
404,902,312,Great communication!,"5
"
405,413,423,The user's place was a perfect storage for my needs!,"2
"
406,615,638,Overall positive experience,"2
"
407,999,260,Great communication!,"2
"
408,952,245,Great!,"5
"
409,803,656,Great communication!,"1
"
410,729,142,The user's place was a perfect storage for my needs!,"5
"
411,920,917,The user was very friendly!,"1
"
412,578,728,The user's place was a perfect storage for my needs!,"4
"
413,979,304,Great communication!,"4
"
414,96,815,Great!,"4
"
415,26,685,Great communication!,"4
"
416,777,681,The user was very friendly!,"3
"
417,458,150,The user's place was a perfect storage for my needs!,"5
"
418,605,655,The user's place was a perfect storage for my needs!,"5
"
419,174,49,The user was very friendly!,"3
"
420,811,601,Overall positive experience,"5
"
421,172,121,The user's place was a perfect storage for my needs!,"3
"
422,999,316,Great communication!,"5
"
423,91,458,The user was very friendly!,"3
"
424,185,389,Great!,"5
"
425,544,55,Overall positive experience,"5
"
426,346,418,Great communication!,"4
"
427,3,899,The user's place was a perfect storage for my needs!,"5
"
428,372,521,The user's place was a perfect storage for my needs!,"3
"
429,327,255,The user's place was a perfect storage for my needs!,"5
"
430,23,505,The user's place was a perfect storage for my needs!,"1
"
431,110,163,The user's place was a perfect storage for my needs!,"1
"
432,765,339,The user was very friendly!,"2
"
433,755,827,The user was very friendly!,"1
"
434,388,65,The user's place was a perfect storage for my needs!,"3
"
435,530,608,The user was very friendly!,"1
"
436,489,889,Great!,"1
"
437,5,911,Great communication!,"1
"
438,919,732,Great communication!,"4
"
439,553,686,The user was very friendly!,"3
"
440,893,775,Overall positive experience,"1
"
441,481,961,Great communication!,"3
"
442,65,637,The user's place was a perfect storage for my needs!,"2
"
443,16,528,The user was very friendly!,"5
"
444,77,146,Great communication!,"1
"
445,463,385,Great!,"3
"
446,658,806,The user was very friendly!,"2
"
447,867,21,The user's place was a perfect storage for my needs!,"2
"
448,303,356,The user was very friendly!,"3
"
449,441,324,Overall positive experience,"1
"
450,277,3,Overall positive experience,"3
"
451,82,980,The user was very friendly!,"4
"
452,52,692,Great!,"5
"
453,58,758,Great communication!,"1
"
454,714,252,The user was very friendly!,"3
"
455,901,145,The user's place was a perfect storage for my needs!,"5
"
456,776,330,Overall positive experience,"4
"
457,327,766,The user's place was a perfect storage for my needs!,"4
"
458,805,100,The user was very friendly!,"2
"
459,466,694,The user was very friendly!,"5
"
460,637,493,Overall positive experience,"3
"
461,64,377,The user was very friendly!,"3
"
462,323,687,The user was very friendly!,"2
"
463,399,313,Great communication!,"5
"
464,105,434,The user was very friendly!,"4
"
465,813,183,The user's place was a perfect storage for my needs!,"5
"
466,893,338,Overall positive experience,"4
"
467,224,951,Overall positive experience,"5
"
468,304,187,Great communication!,"5
"
469,57,19,Great!,"4
"
470,356,904,Overall positive experience,"3
"
471,880,498,The user's place was a perfect storage for my needs!,"5
"
472,272,529,The user's place was a perfect storage for my needs!,"2
"
473,773,967,Great!,"3
"
474,62,372,The user was very friendly!,"3
"
475,540,117,The user's place was a perfect storage for my needs!,"3
"
476,265,82,Overall positive experience,"3
"
477,460,583,Overall positive experience,"5
"
478,65,897,The user was very friendly!,"4
"
479,97,632,Overall positive experience,"2
"
480,164,312,The user was very friendly!,"1
"
481,838,95,Overall positive experience,"5
"
482,465,934,The user was very friendly!,"4
"
483,914,661,Great!,"3
"
484,796,328,The user was very friendly!,"1
"
485,480,966,Great communication!,"2
"
486,695,89,The user's place was a perfect storage for my needs!,"4
"
487,203,195,Overall positive experience,"4
"
488,643,293,The user's place was a perfect storage for my needs!,"3
"
489,520,169,Great!,"2
"
490,621,341,Great!,"3
"
491,882,122,The user was very friendly!,"2
"
492,548,939,Great!,"3
"
493,449,782,The user was very friendly!,"2
"
494,689,149,Great communication!,"2
"
495,558,662,The user's place was a perfect storage for my needs!,"1
"
496,713,657,Great!,"1
"
497,939,725,The user was very friendly!,"4
"
498,601,468,Overall positive experience,"4
"
499,887,696,Great communication!,"3
"
500,293,224,Overall positive experience,"1
"
501,855,692,Great communication!,"2
"
502,432,808,The user's place was a perfect storage for my needs!,"3
"
503,822,684,Overall positive experience,"5
"
504,648,427,The user's place was a perfect storage for my needs!,"4
"
505,885,535,The user's place was a perfect storage for my needs!,"3
"
506,590,440,Great communication!,"4
"
507,951,126,The user's place was a perfect storage for my needs!,"1
"
508,902,50,Great!,"4
"
509,749,705,The user was very friendly!,"4
"
510,782,13,Great!,"5
"
511,831,403,Great communication!,"2
"
512,101,294,Overall positive experience,"2
"
513,387,688,Great communication!,"3
"
514,927,67,The user's place was a perfect storage for my needs!,"4
"
515,141,748,The user's place was a perfect storage for my needs!,"2
"
516,716,41,The user's place was a perfect storage for my needs!,"1
"
517,574,105,Great!,"4
"
518,688,844,The user's place was a perfect storage for my needs!,"2
"
519,190,930,The user's place was a perfect storage for my needs!,"1
"
520,203,169,The user's place was a perfect storage for my needs!,"4
"
521,730,292,Overall positive experience,"2
"
522,578,895,Great!,"4
"
523,604,990,The user's place was a perfect storage for my needs!,"2
"
524,776,965,The user was very friendly!,"1
"
525,257,664,The user's place was a perfect storage for my needs!,"3
"
526,898,279,The user was very friendly!,"5
"
527,706,348,The user was very friendly!,"2
"
528,293,459,The user was very friendly!,"3
"
529,494,478,Great!,"1
"
530,709,898,The user's place was a perfect storage for my needs!,"3
"
531,30,189,Overall positive experience,"2
"
532,351,341,Great communication!,"1
"
533,366,865,Great!,"3
"
534,714,19,The user's place was a perfect storage for my needs!,"2
"
535,755,334,The user's place was a perfect storage for my needs!,"4
"
536,851,23,The user was very friendly!,"3
"
537,306,566,The user was very friendly!,"2
"
538,855,324,Great communication!,"4
"
539,978,357,Great communication!,"3
"
540,258,775,Great communication!,"3
"
541,955,973,The user was very friendly!,"1
"
542,361,735,Great!,"3
"
543,461,88,Great communication!,"3
"
544,971,850,The user was very friendly!,"4
"
545,361,978,Great!,"5
"
546,621,488,Great!,"4
"
547,279,399,Overall positive experience,"5
"
548,905,393,Overall positive experience,"5
"
549,602,887,Great communication!,"3
"
550,343,2,The user was very friendly!,"1
"
551,448,537,Overall positive experience,"3
"
552,421,633,The user's place was a perfect storage for my needs!,"2
"
553,263,439,The user's place was a perfect storage for my needs!,"1
"
554,402,306,Great!,"3
"
555,317,733,Overall positive experience,"2
"
556,207,227,Overall positive experience,"1
"
557,195,83,The user was very friendly!,"3
"
558,428,103,The user was very friendly!,"1
"
559,280,957,The user was very friendly!,"5
"
560,845,616,The user's place was a perfect storage for my needs!,"3
"
561,546,585,The user's place was a perfect storage for my needs!,"1
"
562,197,345,Great communication!,"3
"
563,27,300,Great communication!,"1
"
564,740,254,Overall positive experience,"2
"
565,461,662,Great!,"1
"
566,325,718,Great!,"1
"
567,745,741,Great communication!,"4
"
568,3,430,Overall positive experience,"1
"
569,581,513,Overall positive experience,"5
"
570,365,96,The user's place was a perfect storage for my needs!,"4
"
571,151,818,The user was very friendly!,"3
"
572,992,433,The user was very friendly!,"1
"
573,418,670,Overall positive experience,"5
"
574,582,949,Great!,"3
"
575,317,3,The user was very friendly!,"2
"
576,886,239,Overall positive experience,"1
"
577,688,442,The user's place was a perfect storage for my needs!,"3
"
578,47,681,Overall positive experience,"1
"
579,894,744,Great communication!,"3
"
580,773,815,Overall positive experience,"1
"
581,735,959,Overall positive experience,"1
"
582,123,916,The user was very friendly!,"4
"
583,209,704,Great communication!,"4
"
584,655,224,The user was very friendly!,"3
"
585,227,968,Overall positive experience,"4
"
586,325,161,Great communication!,"1
"
587,314,426,Overall positive experience,"4
"
588,503,316,The user was very friendly!,"3
"
589,871,216,The user's place was a perfect storage for my needs!,"2
"
590,217,280,Great communication!,"5
"
591,285,918,Great!,"2
"
592,474,589,The user was very friendly!,"1
"
593,658,219,The user's place was a perfect storage for my needs!,"4
"
594,701,966,Overall positive experience,"1
"
595,574,103,Great!,"5
"
596,293,927,The user was very friendly!,"4
"
597,79,489,The user was very friendly!,"1
"
598,149,562,The user was very friendly!,"4
"
599,984,348,Overall positive experience,"5
"
600,657,137,Great!,"1
"
601,113,84,The user was very friendly!,"3
"
602,14,115,Great!,"5
"
603,198,561,The user was very friendly!,"3
"
604,395,693,Great!,"1
"
605,808,755,The user was very friendly!,"3
"
606,848,641,Great!,"1
"
607,916,41,Great!,"1
"
608,335,365,The user was very friendly!,"4
"
609,757,962,Great communication!,"2
"
610,57,12,The user was very friendly!,"2
"
611,633,438,Overall positive experience,"3
"
612,805,16,Great communication!,"4
"
613,66,226,Great communication!,"4
"
614,28,883,The user's place was a perfect storage for my needs!,"2
"
615,761,93,The user's place was a perfect storage for my needs!,"5
"
616,723,203,Overall positive experience,"5
"
617,572,712,Overall positive experience,"4
"
618,960,142,The user's place was a perfect storage for my needs!,"4
"
619,783,646,The user's place was a perfect storage for my needs!,"5
"
620,981,712,The user was very friendly!,"2
"
621,427,322,The user was very friendly!,"2
"
622,198,302,Great communication!,"1
"
623,552,721,The user's place was a perfect storage for my needs!,"3
"
624,606,217,Overall positive experience,"4
"
625,883,495,Overall positive experience,"5
"
626,170,706,The user's place was a perfect storage for my needs!,"4
"
627,403,822,Great communication!,"4
"
628,639,317,Overall positive experience,"4
"
629,74,617,Overall positive experience,"3
"
630,62,556,The user was very friendly!,"1
"
631,358,784,Great communication!,"4
"
632,811,943,Overall positive experience,"4
"
633,429,853,Great!,"5
"
634,184,274,Great!,"5
"
635,704,853,Great!,"2
"
636,983,489,The user's place was a perfect storage for my needs!,"3
"
637,900,176,The user's place was a perfect storage for my needs!,"1
"
638,413,327,The user was very friendly!,"3
"
639,32,196,Overall positive experience,"1
"
640,848,873,Great communication!,"1
"
641,521,798,Great!,"1
"
642,520,27,The user was very friendly!,"2
"
643,994,636,Overall positive experience,"4
"
644,218,444,Great communication!,"2
"
645,52,608,Overall positive experience,"3
"
646,390,52,The user's place was a perfect storage for my needs!,"1
"
647,63,140,The user's place was a perfect storage for my needs!,"4
"
648,61,477,The user was very friendly!,"2
"
649,316,630,Overall positive experience,"3
"
650,802,180,Overall positive experience,"2
"
651,456,362,The user's place was a perfect storage for my needs!,"1
"
652,513,149,The user's place was a perfect storage for my needs!,"1
"
653,987,949,The user was very friendly!,"1
"
654,122,792,Great communication!,"2
"
655,419,460,Great!,"5
"
656,683,401,The user was very friendly!,"5
"
657,714,845,The user was very friendly!,"2
"
658,187,87,Great!,"2
"
659,981,536,The user was very friendly!,"5
"
660,513,402,Overall positive experience,"4
"
661,317,576,The user was very friendly!,"5
"
662,523,961,The user's place was a perfect storage for my needs!,"5
"
663,145,695,Great communication!,"2
"
664,753,421,Overall positive experience,"4
"
665,191,878,The user was very friendly!,"3
"
666,881,618,Great communication!,"2
"
667,217,230,Great communication!,"2
"
668,520,317,The user's place was a perfect storage for my needs!,"4
"
669,20,749,The user was very friendly!,"5
"
670,949,189,Great!,"4
"
671,232,470,Great communication!,"3
"
672,583,495,The user's place was a perfect storage for my needs!,"3
"
673,659,132,Overall positive experience,"4
"
674,953,279,Great!,"3
"
675,25,631,Great!,"2
"
676,781,575,Overall positive experience,"1
"
677,196,704,Great!,"1
"
678,938,993,Great communication!,"5
"
679,483,454,The user's place was a perfect storage for my needs!,"1
"
680,821,935,Overall positive experience,"2
"
681,60,327,Overall positive experience,"1
"
682,426,62,The user was very friendly!,"2
"
683,782,979,Great!,"5
"
684,846,379,Great!,"3
"
685,229,11,The user's place was a perfect storage for my needs!,"1
"
686,815,24,Great communication!,"4
"
687,468,800,Overall positive experience,"5
"
688,591,988,Great communication!,"4
"
689,227,230,The user was very friendly!,"5
"
690,497,926,The user was very friendly!,"2
"
691,685,307,The user was very friendly!,"5
"
692,868,308,Great!,"3
"
693,205,436,Great communication!,"5
"
694,338,606,Great!,"5
"
695,703,463,Great!,"3
"
696,155,911,The user was very friendly!,"4
"
697,337,929,The user's place was a perfect storage for my needs!,"5
"
698,661,397,The user was very friendly!,"3
"
699,122,871,Overall positive experience,"3
"
